epoch,accuracy,loss,val_accuracy,val_loss
0,0.25,6.221745014190674,0.8125,21.526004791259766
1,0.8125,21.164203643798828,0.6875,37.20465850830078
2,0.71875,33.31867599487305,0.625,29.7855224609375
3,0.71875,21.97561264038086,0.6875,10.254150390625
4,0.8125,6.364925384521484,0.65625,0.8739764094352722
5,0.71875,0.8662512302398682,0.40625,9.697479248046875
6,0.3125,10.894014358520508,0.3125,6.693093776702881
7,0.28125,7.333887100219727,0.25,1.0719072818756104
8,0.5,0.8219970464706421,0.75,2.518505573272705
9,0.71875,2.646143913269043,0.78125,2.733886957168579
10,0.75,3.05208683013916,0.75,2.808352470397949
11,0.71875,3.1624553203582764,0.71875,2.333038806915283
12,0.71875,2.3735549449920654,0.6875,1.5479676723480225
13,0.75,1.2555158138275146,0.90625,0.36436110734939575
14,0.71875,0.5666230320930481,0.3125,1.4007707834243774
15,0.3125,1.5783121585845947,0.28125,1.3194360733032227
16,0.375,1.108773946762085,0.5,0.683815598487854
17,0.5625,0.6622598171234131,0.8125,0.5312122702598572
18,0.59375,0.6815649271011353,0.84375,0.4883943796157837
19,0.75,0.494202196598053,0.75,0.588445782661438
20,0.6875,0.6961464881896973,0.71875,0.7267240285873413
21,0.75,0.5979655385017395,0.65625,0.7622116208076477
22,0.78125,0.5459763407707214,0.6875,0.6062191724777222
23,0.75,0.5112967491149902,0.875,0.3743771016597748
24,0.6875,0.5626311302185059,0.90625,0.47742265462875366
25,0.78125,0.5412664413452148,0.8125,0.5358608961105347
26,0.78125,0.5702728033065796,0.9375,0.4908335506916046
27,0.8125,0.5517904162406921,0.78125,0.4493086636066437
28,0.875,0.3869725465774536,0.71875,0.4979434609413147
29,0.65625,0.5551691651344299,0.75,0.45972394943237305
30,0.84375,0.37868067622184753,0.75,0.5121501684188843
31,0.71875,0.5221667289733887,0.90625,0.3349354863166809
32,0.75,0.4799220860004425,0.78125,0.42718425393104553
33,0.84375,0.38012054562568665,0.90625,0.3648814260959625
34,0.96875,0.3440035283565521,0.9375,0.36327528953552246
35,0.84375,0.42819178104400635,0.84375,0.45557159185409546
36,0.875,0.4090335965156555,0.84375,0.37045735120773315
37,0.90625,0.276370108127594,0.75,0.45039403438568115
38,0.90625,0.2840358018875122,0.90625,0.30079561471939087
39,0.78125,0.52997887134552,0.75,0.396384060382843
40,0.875,0.3194116950035095,0.8125,0.30502286553382874
41,0.8125,0.3087415099143982,0.8125,0.373788446187973
42,0.875,0.2714715600013733,0.90625,0.2274777889251709
43,0.84375,0.3801640272140503,0.96875,0.22593018412590027
