epoch,accuracy,loss,val_accuracy,val_loss
0,0.34375,2.9917216300964355,0.8125,98.85017395019531
1,0.6875,166.76864624023438,0.78125,69.06730651855469
2,0.6875,100.23403930664062,0.65625,34.9943962097168
3,0.90625,9.031424522399902,0.1875,6.117505073547363
4,0.21875,5.704545974731445,0.59375,8.794403076171875
5,0.5625,9.253293991088867,0.8125,2.6703367233276367
6,0.5625,6.149201393127441,0.5,1.016550064086914
7,0.46875,0.9605302810668945,0.5,0.7542499303817749
8,0.4375,0.9278302192687988,0.6875,1.358988642692566
9,0.71875,1.0138953924179077,0.71875,0.9149212837219238
10,0.625,1.2635326385498047,0.71875,0.5595190525054932
11,0.71875,0.6299486756324768,0.40625,1.1227720975875854
12,0.5,1.057060956954956,0.84375,0.4055415093898773
13,0.78125,0.49730736017227173,0.71875,0.694167971611023
14,0.8125,0.40148207545280457,0.75,0.6992090344429016
15,0.8125,0.47648751735687256,0.84375,0.41377389430999756
16,0.65625,0.8753802180290222,0.65625,0.6133396625518799
17,0.75,0.5821503400802612,0.78125,0.46634623408317566
18,0.8125,0.4722510576248169,0.78125,0.48067182302474976
19,0.75,0.5257854461669922,0.71875,0.5625848174095154
20,0.78125,0.5173538327217102,0.78125,0.5572590827941895
21,0.71875,0.5626162886619568,0.84375,0.3985876142978668
22,0.84375,0.3972621560096741,0.65625,0.6370075345039368
23,0.75,0.6328190565109253,0.71875,0.539182186126709
24,0.875,0.2849077582359314,0.75,0.46337902545928955
25,0.6875,0.5489068031311035,0.8125,0.3747933804988861
26,0.8125,0.4779735505580902,0.90625,0.39275866746902466
27,0.875,0.36755868792533875,0.8125,0.44285428524017334
28,0.875,0.3237949013710022,0.8125,0.3955613076686859
29,0.90625,0.24394173920154572,0.8125,0.4264485836029053
30,0.84375,0.3341919183731079,0.875,0.3113236427307129
31,0.875,0.42067909240722656,0.90625,0.29666733741760254
32,0.84375,0.35591432452201843,0.8125,0.39008796215057373
33,0.9375,0.27439552545547485,0.90625,0.23624201118946075
34,0.8125,0.3931017518043518,0.9375,0.2048977017402649
35,0.875,0.29836732149124146,0.90625,0.18941734731197357
36,0.875,0.3391692638397217,0.9375,0.20082908868789673
37,0.90625,0.24825336039066315,0.875,0.23616188764572144
38,0.9375,0.2541408836841583,0.78125,0.46004170179367065
39,0.90625,0.3098035156726837,0.9375,0.2102743685245514
40,0.875,0.1886095404624939,0.90625,0.32191628217697144
41,0.90625,0.15912365913391113,0.8125,0.3061700463294983
42,0.8125,0.2825241684913635,0.875,0.46088507771492004
43,0.96875,0.10773023962974548,0.875,0.28491663932800293
44,0.9375,0.14432042837142944,0.90625,0.2940906882286072
45,0.9375,0.1673925668001175,0.90625,0.17130528390407562
46,0.90625,0.14639653265476227,0.96875,0.1788649559020996
47,0.90625,0.2230103462934494,0.90625,0.21267735958099365
48,0.9375,0.10439145565032959,0.90625,0.25948143005371094
49,0.9375,0.1694646179676056,0.875,0.15034052729606628
50,0.96875,0.1056116446852684,1.0,0.04873890429735184
51,0.96875,0.061449650675058365,0.96875,0.07330452650785446
52,0.875,0.25461915135383606,0.9375,0.17388570308685303
53,0.96875,0.07784181833267212,0.9375,0.19763025641441345
54,0.96875,0.09683357924222946,0.78125,0.7032266855239868
55,0.8125,0.4835986793041229,0.96875,0.15089893341064453
56,0.9375,0.16148771345615387,0.78125,0.3411644399166107
57,0.9375,0.11159293353557587,0.90625,0.24358198046684265
58,0.90625,0.17289941012859344,0.8125,0.3335403501987457
59,0.78125,0.6145333051681519,0.96875,0.20292161405086517
60,0.8125,0.46288034319877625,0.9375,0.20088407397270203
61,0.96875,0.11424733698368073,0.9375,0.14124831557273865
62,0.90625,0.1570155918598175,0.71875,0.5338267087936401
63,0.78125,0.5457057952880859,0.90625,0.236697718501091
64,0.90625,0.22240479290485382,0.9375,0.1241549700498581
65,0.9375,0.18005311489105225,0.875,0.4487767219543457
66,0.8125,0.4428645372390747,0.90625,0.24707341194152832
67,0.9375,0.16955523192882538,0.96875,0.17111214995384216
68,0.90625,0.20494262874126434,0.9375,0.15870064496994019
69,1.0,0.05265002325177193,0.90625,0.19139796495437622
70,0.9375,0.22977063059806824,0.96875,0.10847662389278412
71,0.96875,0.08711372315883636,0.96875,0.04767153784632683
