20-Epoch,40-Epoch,60-Epoch,80-Epoch,100-Epoch,120-Epoch,140-Epoch,160-Epoch,180-Epoch,200-Epoch
17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893,17.955563068389893
11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915,11.672476053237915
10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712,10.63405466079712
9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255,9.506253480911255
10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538,10.47886037826538
10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772,10.08786416053772
9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378,9.905857801437378
10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474,10.469075441360474
9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693,9.219659328460693
9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526,9.127848386764526
10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104,10.055254459381104
9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626,9.787670373916626
8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191,8.528046607971191
9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964,9.190455198287964
9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337,9.640657663345337
8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973,8.530068397521973
9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491,9.153672933578491
8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188,8.570846557617188
9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065,9.829853773117065
8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024,8.389848947525024
0.0,8.487471103668213,8.487471103668213,8.487471103668213,8.487471103668213,8.487471103668213,8.487471103668213,8.487471103668213,8.487471103668213,8.487471103668213
0.0,8.753249168395996,8.753249168395996,8.753249168395996,8.753249168395996,8.753249168395996,8.753249168395996,8.753249168395996,8.753249168395996,8.753249168395996
0.0,8.581847429275513,8.581847429275513,8.581847429275513,8.581847429275513,8.581847429275513,8.581847429275513,8.581847429275513,8.581847429275513,8.581847429275513
0.0,8.643445491790771,8.643445491790771,8.643445491790771,8.643445491790771,8.643445491790771,8.643445491790771,8.643445491790771,8.643445491790771,8.643445491790771
0.0,8.666253089904785,8.666253089904785,8.666253089904785,8.666253089904785,8.666253089904785,8.666253089904785,8.666253089904785,8.666253089904785,8.666253089904785
0.0,8.76924991607666,8.76924991607666,8.76924991607666,8.76924991607666,8.76924991607666,8.76924991607666,8.76924991607666,8.76924991607666,8.76924991607666
0.0,9.147650957107544,9.147650957107544,9.147650957107544,9.147650957107544,9.147650957107544,9.147650957107544,9.147650957107544,9.147650957107544,9.147650957107544
0.0,9.09664797782898,9.09664797782898,9.09664797782898,9.09664797782898,9.09664797782898,9.09664797782898,9.09664797782898,9.09664797782898,9.09664797782898
0.0,8.706255197525024,8.706255197525024,8.706255197525024,8.706255197525024,8.706255197525024,8.706255197525024,8.706255197525024,8.706255197525024,8.706255197525024
0.0,9.180049419403076,9.180049419403076,9.180049419403076,9.180049419403076,9.180049419403076,9.180049419403076,9.180049419403076,9.180049419403076,9.180049419403076
