epoch,accuracy,loss,val_accuracy,val_loss
0,0.6875,3.728311538696289,0.4375,99.86954498291016
1,0.1875,148.06832885742188,0.28125,54.49283218383789
2,0.375,48.405853271484375,0.25,4.701115131378174
3,0.21875,4.763437271118164,0.78125,7.242588996887207
4,0.84375,5.061304092407227,0.75,11.456293106079102
5,0.75,11.317248344421387,0.65625,14.19828987121582
6,0.46875,21.959922790527344,0.78125,6.069230079650879
7,0.65625,10.314546585083008,0.65625,5.553921699523926
8,0.6875,4.953538417816162,0.84375,0.5179547071456909
9,0.6875,1.052289605140686,0.09375,8.772993087768555
10,0.25,7.404263019561768,0.28125,5.925878524780273
11,0.3125,5.666951656341553,0.375,1.6567673683166504
12,0.25,1.927985429763794,0.625,1.2407749891281128
13,0.78125,0.7552089691162109,0.65625,2.5466744899749756
14,0.625,2.8214621543884277,0.65625,2.5963597297668457
15,0.625,2.8674776554107666,0.8125,0.798127293586731
16,0.75,0.7984428405761719,0.4375,0.8575891256332397
17,0.5625,0.7573630809783936,0.34375,1.142304539680481
18,0.375,0.9075191617012024,0.90625,0.4251655638217926
19,0.84375,0.4745425879955292,0.71875,0.618274986743927
20,0.71875,0.6712205410003662,0.78125,0.5923829078674316
21,0.75,0.7656364440917969,0.75,0.6364538669586182
22,0.75,0.7173682451248169,0.84375,0.3386014699935913
23,0.84375,0.3478602170944214,0.75,0.5459383726119995
24,0.65625,0.5821139812469482,0.8125,0.5055317878723145
25,0.6875,0.600409746170044,0.75,0.4260684549808502
26,0.71875,0.49390020966529846,0.625,0.6216116547584534
27,0.75,0.4732134938240051,0.8125,0.35922902822494507
28,0.90625,0.27438804507255554,0.78125,0.5041359663009644
29,0.71875,0.4973083436489105,0.875,0.34344279766082764
30,0.90625,0.35398516058921814,0.875,0.329706609249115
31,0.84375,0.42009639739990234,0.875,0.29115912318229675
32,0.75,0.42952385544776917,0.8125,0.3415611684322357
33,0.9375,0.22962677478790283,0.84375,0.32065874338150024
34,0.71875,0.5820596218109131,0.90625,0.3238174319267273
35,0.84375,0.3532646894454956,0.84375,0.4711816906929016
36,0.6875,0.5484427213668823,0.84375,0.41978830099105835
37,0.78125,0.5555721521377563,0.90625,0.3191482126712799
