epoch,accuracy,loss,val_accuracy,val_loss
0,0.5625,19.26166534423828,0.1875,118.6893081665039
1,0.34375,97.2221908569336,0.28125,41.92049026489258
2,0.28125,40.48448944091797,0.71875,0.6600245833396912
3,0.53125,1.192104458808899,0.8125,2.4107189178466797
4,0.6875,4.334753036499023,0.78125,1.687694787979126
5,0.84375,1.3223307132720947,0.90625,0.294126033782959
6,0.65625,0.8392223119735718,0.21875,3.4869494438171387
7,0.1875,3.534092426300049,0.71875,0.5338652729988098
8,0.75,0.5313515067100525,0.78125,1.0657923221588135
9,0.71875,1.466801404953003,0.8125,1.0935664176940918
10,0.875,0.685204803943634,0.84375,0.8320465683937073
11,0.71875,1.7568031549453735,0.78125,0.8669338226318359
12,0.8125,0.7335764169692993,0.75,0.5503103733062744
13,0.75,0.5689012408256531,0.3125,0.8491296768188477
14,0.1875,1.0313960313796997,0.5,0.8670885562896729
15,0.53125,0.7165894508361816,0.875,0.47517794370651245
16,0.78125,0.5143544673919678,0.75,0.46298882365226746
17,0.625,0.6285918354988098,0.8125,0.39989998936653137
18,0.71875,0.5888813734054565,0.78125,0.4463995397090912
19,0.8125,0.37219053506851196,0.75,0.5020911693572998
20,0.8125,0.38176393508911133,0.875,0.4894470274448395
21,0.90625,0.3928598165512085,0.8125,0.4448615312576294
22,0.71875,0.5250681042671204,0.8125,0.4527069926261902
23,0.78125,0.48443612456321716,0.875,0.3073311150074005
24,0.8125,0.3818020224571228,0.75,0.5057076215744019
25,0.78125,0.4549887180328369,0.8125,0.3496900498867035
26,0.90625,0.35857048630714417,0.9375,0.30728739500045776
27,0.90625,0.29025784134864807,0.78125,0.44401609897613525
28,0.90625,0.21030879020690918,0.78125,0.40003126859664917
29,0.6875,0.6562003493309021,0.78125,0.496461421251297
30,0.90625,0.2723849415779114,0.8125,0.4674416780471802
31,0.875,0.3480556309223175,0.90625,0.2717962861061096
32,0.875,0.2805529236793518,0.9375,0.27773886919021606
33,0.8125,0.406605988740921,0.875,0.27985453605651855
34,0.875,0.28705090284347534,0.90625,0.1982985883951187
35,0.90625,0.17286652326583862,0.96875,0.23277179896831512
36,0.9375,0.19190818071365356,0.84375,0.3475041389465332
37,0.90625,0.21780258417129517,0.875,0.25056156516075134
38,0.84375,0.3178855776786804,0.96875,0.1846466064453125
39,1.0,0.1496351957321167,0.90625,0.2726501524448395
40,0.90625,0.24280384182929993,0.96875,0.2182929962873459
41,0.96875,0.22219640016555786,0.9375,0.22744834423065186
42,0.875,0.3820722699165344,0.875,0.2500962018966675
43,0.96875,0.1746213138103485,0.90625,0.28334084153175354
44,0.8125,0.24642397463321686,0.84375,0.3061506748199463
45,0.9375,0.1698182225227356,0.90625,0.2798263728618622
46,0.96875,0.09528616070747375,0.9375,0.17320197820663452
47,0.875,0.3071447014808655,0.9375,0.1773700714111328
48,0.9375,0.1301022469997406,0.84375,0.3543592095375061
49,0.90625,0.28262078762054443,0.84375,0.23800265789031982
50,0.96875,0.20481999218463898,0.96875,0.09222497791051865
51,0.96875,0.17883256077766418,0.96875,0.12298819422721863
52,0.96875,0.10341832041740417,0.96875,0.1750527024269104
53,0.9375,0.16625404357910156,0.875,0.22579066455364227
54,0.9375,0.19709831476211548,0.875,0.2214086651802063
55,0.90625,0.22760285437107086,0.9375,0.12302592396736145
56,0.9375,0.1797177791595459,0.84375,0.3142200708389282
57,0.96875,0.09913482517004013,0.90625,0.21393784880638123
58,0.90625,0.20017579197883606,0.9375,0.1570231318473816
59,0.96875,0.12518423795700073,0.9375,0.17698083817958832
60,0.90625,0.20525279641151428,0.9375,0.12066957354545593
61,0.96875,0.07981617003679276,0.9375,0.3355090320110321
62,0.875,0.27877941727638245,0.9375,0.1897658407688141
63,0.875,0.40718328952789307,0.96875,0.07537082582712173
